"sub","ses","task","datatype","trial_n","cold_t","warm_t","burn_yn","temp_cw"
"11","1","fast","beh",72,24,31.2999992370605,1,1
"11","1","fast","beh",73,27,36.2999992370605,1,1
"11","1","fast","beh",74,24,31,0,1
"11","1","fast","beh",75,27,30.7999992370605,0,1
"11","1","fast","beh",76,27,31,1,1
"11","1","fast","beh",77,24,31.5,1,1
"11","1","fast","beh",78,24,31.3999996185303,1,1
"11","1","fast","beh",79,27,30.7000007629395,1,1
"11","1","fast","beh",80,24,31.1000003814697,1,1
"11","1","fast","beh",81,24,30.8999996185303,1,1
"11","1","fast","beh",82,24,30.7999992370605,1,1
"11","1","fast","beh",83,27,35.9000015258789,1,1
"11","1","fast","beh",84,24,30.6000003814697,1,1
"11","1","fast","beh",85,27,30.2999992370605,1,1
"11","1","fast","beh",86,24,30.2999992370605,1,1
"11","1","fast","beh",87,27,30,1,1
"11","1","fast","beh",88,24,30.1000003814697,1,0
"11","1","fast","beh",89,27,35.2999992370605,0,0
"11","1","fast","beh",90,24,30.1000003814697,1,0
"11","1","fast","beh",91,27,30,0,0
"11","1","fast","beh",92,27,35.7000007629395,0,1
"11","1","fast","beh",93,27,36,1,0
"11","1","fast","beh",94,27,35.9000015258789,1,1
"11","1","fast","beh",95,27,35.7999992370605,1,1
"11","1","fast","beh",96,27,35.7000007629395,1,1
"11","1","fast","beh",97,27,30.2000007629395,1,1
"11","1","fast","beh",98,27,35.4000015258789,1,1
"11","1","fast","beh",99,27,35.4000015258789,0,0
"11","1","fast","beh",100,27,35.5999984741211,1,1
"12","1","fast","beh",1,27,35,0,1
"12","1","fast","beh",2,21,41.7999992370605,0,1
"12","1","fast","beh",3,15,46.5,1,1
"12","1","fast","beh",4,9,35.5,0,0
"12","1","fast","beh",5,6,41.0999984741211,1,1
"12","1","fast","beh",6,9,40.0999984741211,0,1
"12","1","fast","beh",7,3,36.4000015258789,0,1
"12","1","fast","beh",8,9,42.4000015258789,1,1
"12","1","fast","beh",9,18,45.0999984741211,0,1
"12","1","fast","beh",10,15,43.4000015258789,0,1
"12","1","fast","beh",11,18,46.7000007629395,0,1
"12","1","fast","beh",12,6,39.9000015258789,0,1
"12","1","fast","beh",13,9,42.0999984741211,0,1
"12","1","fast","beh",14,9,42.9000015258789,0,1
"12","1","fast","beh",15,24,47.5999984741211,0,1
"12","1","fast","beh",16,21,47.0999984741211,1,1
"12","1","fast","beh",17,18,42.4000015258789,0,0
"12","1","fast","beh",18,3,37.2000007629395,0,0
"12","1","fast","beh",19,3,47.7000007629395,1,1
"12","1","fast","beh",20,3,45.7000007629395,1,1
"12","1","fast","beh",21,3,44.2000007629395,1,1
"12","1","fast","beh",22,15,46,1,1
"12","1","fast","beh",23,18,49,0,1
"12","1","fast","beh",24,9,43.7999992370605,0,1
"12","1","fast","beh",25,6,43,1,1
"12","1","fast","beh",26,0,31.7999992370605,0,0
"12","1","fast","beh",27,12,48.9000015258789,0,1
"12","1","fast","beh",28,0,33,0,1
"12","1","fast","beh",29,6,43.7000007629395,0,1
"12","1","fast","beh",30,3,43.2999992370605,1,1
"12","1","fast","beh",31,27,48.5999984741211,1,1
"12","1","fast","beh",32,15,47.0999984741211,1,1
"12","1","fast","beh",33,27,44.4000015258789,0,1
"12","1","fast","beh",34,0,34.4000015258789,0,0
"12","1","fast","beh",35,9,44.7000007629395,0,1
"12","1","fast","beh",36,12,40.4000015258789,0,1
"12","1","fast","beh",37,18,48,0,1
"12","1","fast","beh",38,21,49.7000007629395,1,1
"12","1","fast","beh",39,24,44.7999992370605,0,1
"12","1","fast","beh",40,21,44.2999992370605,0,1
"12","1","fast","beh",41,3,43.2999992370605,1,1
"12","1","fast","beh",42,6,39.5,1,1
"12","1","fast","beh",43,18,43,0,0
"12","1","fast","beh",44,12,41,0,0
"12","1","fast","beh",45,12,41.4000015258789,0,1
"12","1","fast","beh",46,21,49.7000007629395,0,1
"12","1","fast","beh",47,15,47.5999984741211,0,0
"12","1","fast","beh",48,3,42.2999992370605,0,1
"12","1","fast","beh",49,15,43.0999984741211,0,1
"12","1","fast","beh",50,9,45.7999992370605,0,1
"12","1","fast","beh",51,3,38.0999984741211,0,0
"12","1","fast","beh",52,6,45.0999984741211,0,1
"12","1","fast","beh",53,15,43.5,0,1
"12","1","fast","beh",54,3,49.7000007629395,1,1
"12","1","fast","beh",55,0,45.7000007629395,1,1
"12","1","fast","beh",56,3,43.2999992370605,0,1
"12","1","fast","beh",57,15,48.9000015258789,1,1
"12","1","fast","beh",58,0,40.7000007629395,0,1
"12","1","fast","beh",59,9,46.2999992370605,0,1
"12","1","fast","beh",60,0,42.5,0,1
"12","1","fast","beh",61,24,46.9000015258789,0,1
"12","1","fast","beh",62,21,46.0999984741211,0,1
"12","1","fast","beh",63,18,45.2000007629395,0,1
"12","1","fast","beh",64,9,42.2999992370605,0,1
"12","1","fast","beh",65,24,48,1,1
"12","1","fast","beh",66,9,46.9000015258789,0,1
"12","1","fast","beh",67,21,45.7999992370605,0,0
"12","1","fast","beh",68,9,42.5,0,1
"12","1","fast","beh",69,3,40.9000015258789,0,0
"12","1","fast","beh",70,12,43.5999984741211,0,1
"12","1","fast","beh",71,27,48.2999992370605,1,1
"12","1","fast","beh",72,0,44.5,0,1
"12","1","fast","beh",73,9,42.9000015258789,0,1
"12","1","fast","beh",74,18,44.7000007629395,0,1
"12","1","fast","beh",75,12,48.5,1,1
"12","1","fast","beh",76,24,46.0999984741211,0,1
"12","1","fast","beh",77,27,47.2000007629395,1,1
"12","1","fast","beh",78,12,43.5999984741211,0,0
"12","1","fast","beh",79,18,44.5999984741211,0,1
"12","1","fast","beh",80,18,49.0999984741211,0,1
"12","1","fast","beh",81,18,44.7999992370605,0,1
"12","1","fast","beh",82,12,43.9000015258789,0,1
"12","1","fast","beh",83,18,45,0,1
"12","1","fast","beh",84,6,47.5,0,1
"12","1","fast","beh",85,21,45.5999984741211,0,1
"12","1","fast","beh",86,6,48,0,1
"12","1","fast","beh",87,9,43.9000015258789,0,1
"12","1","fast","beh",88,9,49.0999984741211,1,1
"12","1","fast","beh",89,18,50,0,1
"12","1","fast","beh",90,15,44.9000015258789,0,1
"12","1","fast","beh",91,21,46,0,1
"12","1","fast","beh",92,9,44,0,1
"12","1","fast","beh",93,12,44.7000007629395,0,1
"12","1","fast","beh",94,9,49.0999984741211,0,1
"12","1","fast","beh",95,3,48.4000015258789,0,1
"12","1","fast","beh",96,27,47,0,1
"12","1","fast","beh",97,12,45,0,1
"12","1","fast","beh",98,3,49.2000007629395,0,1
"12","1","fast","beh",99,12,45.2000007629395,1,1
"12","1","fast","beh",100,0,42.2999992370605,0,1
"13","1","fast","beh",1,27,35,0,1
"13","1","fast","beh",2,21,39.2000007629395,0,1
"13","1","fast","beh",3,15,43.5,0,1
"13","1","fast","beh",4,9,50,0,1
"13","1","fast","beh",5,0,49.7000007629395,1,1
"13","1","fast","beh",6,0,49.2000007629395,0,1
"13","1","fast","beh",7,0,47.7000007629395,1,1
"13","1","fast","beh",8,21,35.0999984741211,0,1
"13","1","fast","beh",9,21,38,0,1
"13","1","fast","beh",10,9,47.7999992370605,0,1
"13","1","fast","beh",11,24,44.4000015258789,0,1
"13","1","fast","beh",12,12,43.2999992370605,0,1
"13","1","fast","beh",13,12,45.4000015258789,0,1
"13","1","fast","beh",14,0,47.9000015258789,1,1
"13","1","fast","beh",15,0,38.9000015258789,0,1
"13","1","fast","beh",16,12,47.2999992370605,0,1
"13","1","fast","beh",17,15,49.9000015258789,0,1
"13","1","fast","beh",18,9,49,1,1
"13","1","fast","beh",19,12,45.9000015258789,0,1
"13","1","fast","beh",20,3,49.0999984741211,1,1
"13","1","fast","beh",21,12,46.7000007629395,0,1
"13","1","fast","beh",22,6,49.4000015258789,0,1
"13","1","fast","beh",23,0,46.2999992370605,0,1
"13","1","fast","beh",24,6,45.7999992370605,0,1
"13","1","fast","beh",25,9,47.0999984741211,0,1
"13","1","fast","beh",26,9,47.5999984741211,0,1
"13","1","fast","beh",27,0,49.4000015258789,1,1
"13","1","fast","beh",28,0,43.4000015258789,0,0
"13","1","fast","beh",29,9,48.2000007629395,1,1
"13","1","fast","beh",30,18,49.2000007629395,0,1
"13","1","fast","beh",31,12,48.2000007629395,0,1
"13","1","fast","beh",32,9,47.7000007629395,0,1
"13","1","fast","beh",33,15,49.7999992370605,0,1
"13","1","fast","beh",34,3,46,1,1
"13","1","fast","beh",35,12,49,1,1
"13","1","fast","beh",36,9,46.5999984741211,1,1
"13","1","fast","beh",37,6,44.4000015258789,0,1
"13","1","fast","beh",38,3,43.5999984741211,0,1
"13","1","fast","beh",39,12,47.2000007629395,0,1
"13","1","fast","beh",40,0,47.7999992370605,0,1
"13","1","fast","beh",41,9,46.4000015258789,0,1
"13","1","fast","beh",42,21,49.7000007629395,0,1
"13","1","fast","beh",43,18,49.4000015258789,0,1
"13","1","fast","beh",44,9,47.0999984741211,0,1
"13","1","fast","beh",45,0,49.0999984741211,1,1
"13","1","fast","beh",46,0,42.2000007629395,0,1
"13","1","fast","beh",47,0,48.4000015258789,0,1
"13","1","fast","beh",48,6,46.5,0,1
"13","1","fast","beh",49,3,45.7999992370605,0,1
"13","1","fast","beh",50,12,48.2999992370605,0,1
"13","1","fast","beh",51,0,44.7999992370605,0,1
"13","1","fast","beh",52,6,47.2000007629395,0,1
"13","1","fast","beh",53,0,45.5999984741211,0,1
"13","1","fast","beh",54,18,49.7999992370605,0,1
"13","1","fast","beh",55,0,46.0999984741211,0,1
"13","1","fast","beh",56,9,48.2000007629395,0,1
"13","1","fast","beh",57,9,48.2999992370605,0,1
"13","1","fast","beh",58,15,49.5999984741211,1,1
"13","1","fast","beh",59,15,48.9000015258789,0,1
"13","1","fast","beh",60,6,47.7999992370605,0,1
"13","1","fast","beh",61,0,47,0,1
"13","1","fast","beh",62,15,49.0999984741211,0,1
"13","1","fast","beh",63,3,47.7999992370605,0,1
"13","1","fast","beh",64,0,47.5999984741211,0,1
"13","1","fast","beh",65,15,49.2999992370605,0,1
"13","1","fast","beh",66,6,48.4000015258789,0,1
"13","1","fast","beh",67,6,48.5,0,1
"13","1","fast","beh",68,3,48.2999992370605,1,1
"13","1","fast","beh",69,3,48,0,1
"13","1","fast","beh",70,6,48.4000015258789,1,1
"13","1","fast","beh",71,9,48.4000015258789,0,1
"13","1","fast","beh",72,3,47.9000015258789,0,1
"13","1","fast","beh",73,0,47.7000007629395,0,0
"13","1","fast","beh",74,9,48.5999984741211,0,1
"13","1","fast","beh",75,0,48,0,1
"13","1","fast","beh",76,9,48.7000007629395,0,1
"13","1","fast","beh",77,15,49.5999984741211,0,1
"13","1","fast","beh",78,15,49.7000007629395,0,1
"13","1","fast","beh",79,9,48.9000015258789,0,1
"13","1","fast","beh",80,9,49,0,1
"13","1","fast","beh",81,12,49.5,1,1
"13","1","fast","beh",82,3,48.4000015258789,1,1
"13","1","fast","beh",83,6,48.4000015258789,0,1
"13","1","fast","beh",84,12,49.0999984741211,1,1
"13","1","fast","beh",85,12,48.9000015258789,1,1
"13","1","fast","beh",86,0,47.9000015258789,0,1
"13","1","fast","beh",87,3,48.2000007629395,1,1
"13","1","fast","beh",88,9,48.2999992370605,0,1
"13","1","fast","beh",89,0,47.7999992370605,0,1
"13","1","fast","beh",90,6,48.2000007629395,0,1
"13","1","fast","beh",91,0,48,1,1
"13","1","fast","beh",92,15,48.9000015258789,1,1
"13","1","fast","beh",93,9,48,1,0
"13","1","fast","beh",94,12,47.9000015258789,0,1
"13","1","fast","beh",95,0,47.2999992370605,0,1
"13","1","fast","beh",96,21,49,1,1
"13","1","fast","beh",97,24,48.2999992370605,0,1
"13","1","fast","beh",98,27,48.7000007629395,0,1
"13","1","fast","beh",99,24,48.7000007629395,0,1
"13","1","fast","beh",100,27,49.5,1,1
"14","1","fast","beh",1,27,35,0,1
"14","1","fast","beh",2,27,47.5,1,0
"14","1","fast","beh",3,6,33.5,1,0
"14","1","fast","beh",4,21,32.4000015258789,1,0
"14","1","fast","beh",5,24,32.2999992370605,1,0
"14","1","fast","beh",6,27,34.9000015258789,0,1
"14","1","fast","beh",7,27,36,1,1
"14","1","fast","beh",8,27,36.5,0,1
"14","1","fast","beh",9,27,46.2999992370605,1,1
"14","1","fast","beh",10,21,34.9000015258789,0,1
"14","1","fast","beh",11,18,31.2999992370605,1,0
"14","1","fast","beh",12,15,38,1,1
"14","1","fast","beh",13,3,32.0999984741211,1,0
"14","1","fast","beh",14,6,30.2000007629395,1,0
"14","1","fast","beh",15,18,33.9000015258789,0,1
"14","1","fast","beh",16,12,35.7000007629395,1,0
"14","1","fast","beh",17,9,32.9000015258789,1,0
"14","1","fast","beh",18,3,30.1000003814697,1,0
"14","1","fast","beh",19,27,31.2999992370605,1,0
"14","1","fast","beh",20,0,30.1000003814697,1,0
"14","1","fast","beh",21,21,38.7999992370605,1,1
"14","1","fast","beh",22,12,31,1,0
"14","1","fast","beh",23,24,32.4000015258789,0,1
"14","1","fast","beh",24,24,33.2000007629395,0,1
"14","1","fast","beh",25,15,32.7999992370605,1,0
"14","1","fast","beh",26,24,41.5,1,1
"14","1","fast","beh",27,27,38.2999992370605,0,1
"14","1","fast","beh",28,21,37.2999992370605,0,1
"14","1","fast","beh",29,27,31.3999996185303,0,1
"14","1","fast","beh",30,15,33.2000007629395,1,0
"14","1","fast","beh",31,15,32.5,1,0
"14","1","fast","beh",32,21,30.5,0,0
"14","1","fast","beh",33,27,33.4000015258789,0,1
"14","1","fast","beh",34,18,34.7999992370605,1,1
"14","1","fast","beh",35,27,40.9000015258789,0,1
"14","1","fast","beh",36,21,38.2000007629395,0,1
"14","1","fast","beh",37,24,44.5999984741211,1,1
"14","1","fast","beh",38,15,32.7000007629395,1,0
"14","1","fast","beh",39,24,36.4000015258789,0,0
"14","1","fast","beh",40,27,42.7000007629395,0,1
"14","1","fast","beh",41,21,39.7000007629395,1,0
"14","1","fast","beh",42,15,32,1,0
"14","1","fast","beh",43,27,43.4000015258789,0,1
"14","1","fast","beh",44,15,31.5,1,0
"14","1","fast","beh",45,21,32.0999984741211,0,0
"14","1","fast","beh",46,24,38,1,1
"14","1","fast","beh",47,24,37.5,0,1
"14","1","fast","beh",48,15,31.3999996185303,1,0
"14","1","fast","beh",49,24,44.0999984741211,1,1
"14","1","fast","beh",50,21,38.4000015258789,0,0
"14","1","fast","beh",51,18,35.0999984741211,0,0
"14","1","fast","beh",52,24,38.5,0,1
"14","1","fast","beh",53,24,38.9000015258789,0,1
"14","1","fast","beh",54,21,40.9000015258789,0,1
"14","1","fast","beh",55,21,34.4000015258789,1,1
"14","1","fast","beh",56,15,33.9000015258789,1,0
"14","1","fast","beh",57,24,47,1,1
"14","1","fast","beh",58,12,30.2999992370605,1,0
"14","1","fast","beh",59,18,36.4000015258789,0,1
"14","1","fast","beh",60,18,37.4000015258789,0,1
"14","1","fast","beh",61,18,38.5999984741211,0,1
"14","1","fast","beh",62,18,40,0,1
"14","1","fast","beh",63,6,31,1,0
"14","1","fast","beh",64,6,30.2000007629395,1,0
"14","1","fast","beh",65,18,30.6000003814697,0,0
"14","1","fast","beh",66,21,35.5,0,1
"14","1","fast","beh",67,24,41,1,1
"14","1","fast","beh",68,24,31,0,1
"14","1","fast","beh",69,15,36.9000015258789,1,1
"14","1","fast","beh",70,18,31.2999992370605,1,0
"14","1","fast","beh",71,21,35.2999992370605,0,1
"14","1","fast","beh",72,18,40.0999984741211,0,1
"14","1","fast","beh",73,27,37,0,1
"14","1","fast","beh",74,27,47.2000007629395,1,1
"14","1","fast","beh",75,12,34.0999984741211,1,0
"14","1","fast","beh",76,15,36.7999992370605,1,1
"14","1","fast","beh",77,21,35.7999992370605,0,1
"14","1","fast","beh",78,24,49.5999984741211,1,1
"14","1","fast","beh",79,15,36.2000007629395,1,1
"14","1","fast","beh",80,21,35.9000015258789,1,1
"14","1","fast","beh",81,18,31.2999992370605,1,0
"14","1","fast","beh",82,15,35.5,1,0
"14","1","fast","beh",83,24,48.5,1,1
"14","1","fast","beh",84,27,38,0,1
"14","1","fast","beh",85,12,31.7000007629395,1,0
"14","1","fast","beh",86,24,32.7999992370605,0,1
"14","1","fast","beh",87,12,31.2999992370605,1,0
"14","1","fast","beh",88,21,35.4000015258789,0,1
"14","1","fast","beh",89,27,39.2999992370605,0,1
"14","1","fast","beh",90,12,31,1,0
"14","1","fast","beh",91,27,46.5,1,1
"14","1","fast","beh",92,12,30.7999992370605,1,0
"14","1","fast","beh",93,27,39.5,0,0
"14","1","fast","beh",94,24,40.5999984741211,0,1
"14","1","fast","beh",95,18,31.2999992370605,1,0
"14","1","fast","beh",96,15,33.5999984741211,1,0
"14","1","fast","beh",97,12,30.1000003814697,1,0
"14","1","fast","beh",98,24,40.7000007629395,0,1
"14","1","fast","beh",99,15,33.2999992370605,1,0
"14","1","fast","beh",100,18,37.2000007629395,1,0
"15","1","fast","beh",1,27,35,0,0
"15","1","fast","beh",2,6,31.7999992370605,1,0
"15","1","fast","beh",3,21,38.9000015258789,0,1
"15","1","fast","beh",4,18,35.2999992370605,0,1
"15","1","fast","beh",5,24,49.5999984741211,1,1
"15","1","fast","beh",6,21,43.9000015258789,0,1
"15","1","fast","beh",7,21,48.5999984741211,1,1
"15","1","fast","beh",8,21,44,0,1
"15","1","fast","beh",9,12,38.5,0,1
"15","1","fast","beh",10,9,34.5999984741211,0,1
"15","1","fast","beh",11,9,44.7000007629395,1,1
"15","1","fast","beh",12,9,39.4000015258789,0,0
"15","1","fast","beh",13,15,40.7000007629395,0,1
"15","1","fast","beh",14,15,43.9000015258789,0,1
"15","1","fast","beh",15,18,45.7999992370605,0,1
"15","1","fast","beh",16,18,46.7000007629395,1,1
"15","1","fast","beh",17,27,49.7000007629395,0,1
"15","1","fast","beh",18,18,48.5999984741211,1,1
"15","1","fast","beh",19,3,41.0999984741211,0,1
"15","1","fast","beh",20,12,44.5,0,1
"15","1","fast","beh",21,18,47.7999992370605,1,1
"15","1","fast","beh",22,18,47,0,1
"15","1","fast","beh",23,15,46.2000007629395,1,1
"15","1","fast","beh",24,27,47.4000015258789,0,1
"15","1","fast","beh",25,3,45.5999984741211,0,1
"15","1","fast","beh",26,12,38.7999992370605,1,0
"15","1","fast","beh",27,15,34.5999984741211,0,1
"15","1","fast","beh",28,9,33.7000007629395,0,0
"15","1","fast","beh",29,24,40.7999992370605,0,0
"15","1","fast","beh",30,3,43.0999984741211,0,1
"15","1","fast","beh",31,3,35.2000007629395,1,1
"15","1","fast","beh",32,0,39.7000007629395,1,1
"15","1","fast","beh",33,6,43,0,1
"15","1","fast","beh",34,6,44,0,1
"15","1","fast","beh",35,18,49.7000007629395,1,1
"15","1","fast","beh",36,12,34.2000007629395,0,1
"15","1","fast","beh",37,18,49.0999984741211,1,1
"15","1","fast","beh",38,6,32.9000015258789,0,1
"15","1","fast","beh",39,21,49.5999984741211,1,1
"15","1","fast","beh",40,3,32.9000015258789,1,1
"15","1","fast","beh",41,21,49,1,1
"15","1","fast","beh",42,27,39.2999992370605,0,0
"15","1","fast","beh",43,0,38,0,1
"15","1","fast","beh",44,24,49.9000015258789,0,1
"15","1","fast","beh",45,3,42.7000007629395,0,1
"15","1","fast","beh",46,27,40.7000007629395,0,0
"15","1","fast","beh",47,21,49.4000015258789,1,1
"15","1","fast","beh",48,12,45.4000015258789,0,1
"15","1","fast","beh",49,12,46.0999984741211,1,1
"15","1","fast","beh",50,0,41.4000015258789,0,1
"15","1","fast","beh",51,27,41.4000015258789,0,1
"15","1","fast","beh",52,27,42.4000015258789,0,1
"15","1","fast","beh",53,15,46.5,0,0
"15","1","fast","beh",54,12,46.2000007629395,0,1
"15","1","fast","beh",55,27,42.7999992370605,0,1
"15","1","fast","beh",56,9,46,0,1
"15","1","fast","beh",57,9,46.7000007629395,0,1
"15","1","fast","beh",58,15,48.9000015258789,1,1
"15","1","fast","beh",59,3,45.5999984741211,0,1
"15","1","fast","beh",60,18,39,0,1
"15","1","fast","beh",61,12,48.0999984741211,0,1
"15","1","fast","beh",62,6,47.5999984741211,0,1
"15","1","fast","beh",63,6,37.2000007629395,0,1
"15","1","fast","beh",64,6,37.7000007629395,0,0
"15","1","fast","beh",65,9,38.7000007629395,0,0
"15","1","fast","beh",66,3,48.2000007629395,1,1
"15","1","fast","beh",67,0,45.9000015258789,0,1
"15","1","fast","beh",68,3,38.5,0,1
"15","1","fast","beh",69,6,48.5999984741211,1,1
"15","1","fast","beh",70,9,48.2999992370605,1,1
"15","1","fast","beh",71,18,41,0,1
"15","1","fast","beh",72,12,40.0999984741211,0,0
"15","1","fast","beh",73,3,39.4000015258789,0,1
"15","1","fast","beh",74,21,42.5999984741211,0,1
"15","1","fast","beh",75,3,47.2999992370605,1,1
"15","1","fast","beh",76,3,46.7999992370605,1,1
"15","1","fast","beh",77,12,47.5,1,1
"15","1","fast","beh",78,27,45.9000015258789,0,1
"15","1","fast","beh",79,0,45.4000015258789,0,1
"15","1","fast","beh",80,18,48.5999984741211,0,1
"15","1","fast","beh",81,3,46.5,0,1
"15","1","fast","beh",82,3,40.0999984741211,0,0
"15","1","fast","beh",83,9,47.5999984741211,0,1
"15","1","fast","beh",84,3,47.5,1,1
"15","1","fast","beh",85,12,41.4000015258789,0,1
"15","1","fast","beh",86,0,40.2999992370605,0,1
"15","1","fast","beh",87,9,41.5,0,1
"15","1","fast","beh",88,12,42.0999984741211,0,0
"15","1","fast","beh",89,3,41.5999984741211,0,1
"15","1","fast","beh",90,9,47.7000007629395,1,1
"15","1","fast","beh",91,9,42.2999992370605,0,0
"15","1","fast","beh",92,18,43.7999992370605,0,1
"15","1","fast","beh",93,9,42.7000007629395,0,1
"15","1","fast","beh",94,6,42.7999992370605,0,1
"15","1","fast","beh",95,6,46.9000015258789,1,1
"15","1","fast","beh",96,27,47.7999992370605,1,1
"15","1","fast","beh",97,27,46.0999984741211,0,1
"15","1","fast","beh",98,18,48.0999984741211,1,1
"15","1","fast","beh",99,9,46.9000015258789,0,1
"15","1","fast","beh",100,12,43.4000015258789,0,1
"16","1","fast","beh",1,27,35,1,0
"16","1","fast","beh",2,18,32,1,0
"16","1","fast","beh",3,15,31.6000003814697,1,0
"16","1","fast","beh",4,24,34.0999984741211,1,1
"16","1","fast","beh",5,24,31.7999992370605,0,0
"16","1","fast","beh",6,24,33.0999984741211,1,0
"16","1","fast","beh",7,18,31.7000007629395,1,0
"16","1","fast","beh",8,24,31.8999996185303,0,0
"16","1","fast","beh",9,27,34.5,1,1
"16","1","fast","beh",10,15,30,1,0
"16","1","fast","beh",11,24,33.2000007629395,1,1
"16","1","fast","beh",12,27,33.9000015258789,1,1
"16","1","fast","beh",13,24,32.5999984741211,1,0
"16","1","fast","beh",14,24,31.3999996185303,0,0
"16","1","fast","beh",15,18,30.2000007629395,1,0
"16","1","fast","beh",16,27,33.0999984741211,1,0
"16","1","fast","beh",17,24,32.2000007629395,1,0
"16","1","fast","beh",18,27,33.2000007629395,0,1
"16","1","fast","beh",19,27,31.8999996185303,0,1
"16","1","fast","beh",20,27,33.2999992370605,1,1
"16","1","fast","beh",21,18,30,1,0
"16","1","fast","beh",22,21,30.2000007629395,1,0
"16","1","fast","beh",23,21,30.6000003814697,0,0
"16","1","fast","beh",24,27,33,1,1
"16","1","fast","beh",25,27,32.7000007629395,1,0
"16","1","fast","beh",26,21,31.3999996185303,1,0
"16","1","fast","beh",27,27,34.5,1,1
"16","1","fast","beh",28,27,32.2999992370605,0,1
"16","1","fast","beh",29,27,31.1000003814697,0,0
"16","1","fast","beh",30,27,33.7999992370605,1,1
"16","1","fast","beh",31,24,32.2000007629395,1,0
"16","1","fast","beh",32,24,31.2999992370605,0,0
"16","1","fast","beh",33,24,31.5,0,0
"16","1","fast","beh",34,27,33.4000015258789,1,0
"16","1","fast","beh",35,27,32.2999992370605,0,1
"16","1","fast","beh",36,21,31,1,0
"16","1","fast","beh",37,27,33.2000007629395,1,1
"16","1","fast","beh",38,21,30.5,0,0
"16","1","fast","beh",39,24,32.0999984741211,0,1
"16","1","fast","beh",40,27,32.5,1,1
"16","1","fast","beh",41,27,32.2999992370605,0,0
"16","1","fast","beh",42,21,30.6000003814697,0,0
"16","1","fast","beh",43,27,32.5,1,0
"16","1","fast","beh",44,21,30.1000003814697,1,0
"16","1","fast","beh",45,21,30.3999996185303,0,0
"16","1","fast","beh",46,27,32.0999984741211,0,0
"16","1","fast","beh",47,21,30.6000003814697,1,0
"16","1","fast","beh",48,27,32.2000007629395,0,1
"16","1","fast","beh",49,27,33.2999992370605,1,0
"16","1","fast","beh",50,21,30.5,0,0
"16","1","fast","beh",51,21,30.6000003814697,0,0
"16","1","fast","beh",52,21,31.1000003814697,1,0
"16","1","fast","beh",53,18,30,1,0
"16","1","fast","beh",54,27,32.4000015258789,0,1
"16","1","fast","beh",55,21,30.2000007629395,1,0
"16","1","fast","beh",56,21,31,1,0
"16","1","fast","beh",57,21,31,0,0
"16","1","fast","beh",58,21,30.5,1,0
"16","1","fast","beh",59,24,31.6000003814697,0,0
"16","1","fast","beh",60,24,31.1000003814697,0,0
"16","1","fast","beh",61,24,31.2000007629395,1,0
"16","1","fast","beh",62,24,31.1000003814697,0,0
"16","1","fast","beh",63,27,32.2999992370605,0,1
"16","1","fast","beh",64,24,31.1000003814697,0,1
"16","1","fast","beh",65,21,31,1,0
"16","1","fast","beh",66,21,31,1,0
"16","1","fast","beh",67,27,32.4000015258789,1,1
"16","1","fast","beh",68,24,31.1000003814697,1,0
"16","1","fast","beh",69,21,30.3999996185303,1,0
"16","1","fast","beh",70,24,32.2000007629395,1,0
"16","1","fast","beh",71,27,33.2999992370605,0,1
"16","1","fast","beh",72,21,31,1,0
"16","1","fast","beh",73,24,30.8999996185303,0,1
"16","1","fast","beh",74,27,32.7999992370605,1,1
"16","1","fast","beh",75,21,31,0,0
"16","1","fast","beh",76,24,32.2000007629395,1,0
"16","1","fast","beh",77,21,31,0,0
"16","1","fast","beh",78,21,30.5,0,0
"16","1","fast","beh",79,27,32.2000007629395,0,1
"16","1","fast","beh",80,27,33.4000015258789,1,1
"16","1","fast","beh",81,27,33.4000015258789,1,1
"16","1","fast","beh",82,27,32.7999992370605,1,1
"16","1","fast","beh",83,24,32.2000007629395,1,1
"16","1","fast","beh",84,21,30.5,0,0
"16","1","fast","beh",85,21,30.5,1,0
"16","1","fast","beh",86,27,32.2000007629395,0,1
"16","1","fast","beh",87,24,32.0999984741211,0,0
"16","1","fast","beh",88,21,30.5,0,0
"16","1","fast","beh",89,24,32.2000007629395,1,0
"16","1","fast","beh",90,21,30.5,1,0
"16","1","fast","beh",91,24,32.2000007629395,1,1
"16","1","fast","beh",92,24,32.0999984741211,0,0
"16","1","fast","beh",93,27,32.2000007629395,0,1
"16","1","fast","beh",94,21,31.1000003814697,1,0
"16","1","fast","beh",95,27,33.2999992370605,1,1
"16","1","fast","beh",96,24,31.6000003814697,0,1
"16","1","fast","beh",97,24,31.1000003814697,0,0
"16","1","fast","beh",98,21,31,1,1
"16","1","fast","beh",99,27,33.2999992370605,0,1
"16","1","fast","beh",100,21,30,0,0
"17","1","fast","beh",1,27,35,1,1
"17","1","fast","beh",2,24,35.4000015258789,0,1
"17","1","fast","beh",3,0,31.5,1,0
"17","1","fast","beh",4,15,33.2999992370605,0,0
"17","1","fast","beh",5,24,42.7999992370605,0,1
"17","1","fast","beh",6,6,34.2000007629395,1,0
"17","1","fast","beh",7,9,32.7000007629395,0,0
"17","1","fast","beh",8,3,43.2000007629395,1,1
"17","1","fast","beh",9,3,40.5999984741211,0,0
"17","1","fast","beh",10,21,42.7000007629395,1,1
"17","1","fast","beh",11,15,37.5999984741211,0,0
"17","1","fast","beh",12,21,42.4000015258789,1,1
