"sub","ses","task","datatype","trial_n","quality","threshold","threshold_se","slope","slope_se","response","stim"
1,1,"psi","beh",29,"cold",0.869132022740029,1.65240321994567,0.471298065729224,0.36538068910471,0,3.79999995231628
1,1,"psi","beh",30,"cold",1.13728026409219,2.13752731841088,0.366781743762904,0.393263535997369,1,3.20000004768372
1,1,"psi","beh",1,"warm",40.8776116723977,4.2561242048962,0.0610969144655871,1.10189166127798,1,40.9000015258789
1,1,"psi","beh",2,"warm",41.3216782428483,4.06598960289431,0.0684874081519705,1.09122117835369,0,37.5
1,1,"psi","beh",3,"warm",41.2093416237116,3.90393683825804,0.119694177644871,1.0965810834304,0,35
1,1,"psi","beh",4,"warm",41.0711451813474,3.72001580429182,0.208944397169218,1.05848616102675,0,35
1,1,"psi","beh",5,"warm",41.7134427775176,3.56950664342618,0.216353435749764,1.02635833941896,0,39
1,1,"psi","beh",6,"warm",41.6192195933813,3.38323108094663,0.348916086926136,0.94677604858162,0,35
1,1,"psi","beh",7,"warm",43.0207151603968,3.6247483915689,0.161425297360467,0.882422979599552,0,41.5999984741211
1,1,"psi","beh",8,"warm",43.0645891405206,3.48645746418944,0.237167921300646,0.810031080984057,0,35
1,1,"psi","beh",9,"warm",44.2730565902075,3.44138681814506,0.160164543308677,0.738275664037987,0,42.7999992370605
1,1,"psi","beh",10,"warm",44.4088195713999,3.2917694819112,0.214111450916279,0.660408803593615,0,35
1,1,"psi","beh",11,"warm",44.4963406770882,3.17367336252073,0.268028968706251,0.584389718682046,0,35
1,1,"psi","beh",12,"warm",43.357411240491,2.99045360105172,0.333998630422141,0.614388380223506,1,44.2999992370605
1,1,"psi","beh",13,"warm",44.4685251224204,2.97615271943218,0.237466021462476,0.582303298063066,0,43.7999992370605
1,1,"psi","beh",14,"warm",44.5261284258368,2.85580715804913,0.283802498763052,0.51216923243847,0,35
1,1,"psi","beh",15,"warm",43.7584041031569,2.64496634214055,0.351081476574809,0.50185151528674,1,45.7999992370605
1,1,"psi","beh",16,"warm",43.0939551967997,2.37959797559544,0.435190830188249,0.480095117073767,1,45.2000007629395
1,1,"psi","beh",17,"warm",43.5093203635864,2.21341383920714,0.443165141406987,0.443006485672408,0,41.2999992370605
1,1,"psi","beh",18,"warm",44.3544984553704,2.41095371162774,0.320136111547317,0.463357263317496,0,45.2000007629395
1,1,"psi","beh",19,"warm",44.3718056692486,2.30766143896726,0.357533366336428,0.408119879476083,0,35
1,1,"psi","beh",20,"warm",43.8845697999788,2.07926925974205,0.422844246341391,0.381577173962695,1,46.5
1,1,"psi","beh",21,"warm",44.6372527841747,2.23799380048675,0.324015718533439,0.399694441659834,0,45.7999992370605
1,1,"psi","beh",22,"warm",44.2439915795007,2.04333882165721,0.377114985061461,0.368627858735288,1,47.4000015258789
1,1,"psi","beh",23,"warm",44.2869697327283,1.94584324005164,0.408924073682999,0.332271226757356,0,37.9000015258789
1,1,"psi","beh",24,"warm",44.9600289477352,2.0761792187843,0.327117378678827,0.34843319954131,0,46.4000015258789
1,1,"psi","beh",25,"warm",44.6179572930608,1.91546916911653,0.370676498081913,0.322006730566691,1,47.9000015258789
1,1,"psi","beh",26,"warm",44.661220265529,1.83273942991814,0.395778593457545,0.293418003507144,0,38.2999992370605
1,1,"psi","beh",27,"warm",45.2697669864637,1.94322574115557,0.326285561140271,0.307754609048283,0,47
1,1,"psi","beh",28,"warm",44.969378897579,1.81049430756293,0.362399175435945,0.285554652981133,1,48.4000015258789
1,1,"psi","beh",29,"warm",45.5283526309811,1.92647133704497,0.300161893419349,0.305044071323904,0,47.7999992370605
1,1,"psi","beh",30,"warm",45.5555174099089,1.85474822021937,0.317902284478404,0.275173698468293,0,36.5999984741211
2,1,"psi","beh",1,"cold",17.111358732132,7.93431039743974,0.0880683229837699,1.11033709676601,1,12.1000003814697
2,1,"psi","beh",2,"cold",19.2657831166736,7.5580140576398,0.110856667127216,1.11928649836448,1,17.3999996185303
2,1,"psi","beh",3,"cold",16.5542438970369,7.17064972958633,0.0728132428041812,1.08770949003629,0,20.8999996185303
2,1,"psi","beh",4,"cold",17.4478640457643,6.47855626534592,0.12968517203877,1.07203349324973,1,6.90000009536743
2,1,"psi","beh",5,"cold",14.8663388931386,7.38523699861936,0.0385200777709359,0.942885234140721,0,15
2,1,"psi","beh",6,"cold",15.2420400712501,6.96559402869294,0.0623741332229401,0.947331878061177,1,0
2,1,"psi","beh",7,"cold",15.5569800550612,6.51512384622553,0.0995712865686095,0.916941325652347,1,0
2,1,"psi","beh",8,"cold",15.7907959164794,6.07901998157342,0.150604662029352,0.859720983659488,1,0
2,1,"psi","beh",9,"cold",14.0003609620472,7.22709091928116,0.0555570863613327,0.848732043052037,0,9.69999980926514
2,1,"psi","beh",10,"cold",13.7991509212366,8.13852674626344,0.0154659773021813,0.677887906803268,0,0
2,1,"psi","beh",11,"cold",12.9627013421446,7.92504138319285,0.0211790831651315,0.695145952331457,0,29
2,1,"psi","beh",12,"cold",12.0357235560809,7.60516414206206,0.030061639651259,0.692696685242673,0,29
2,1,"psi","beh",13,"cold",11.0916970290011,7.17689133186721,0.0429887449874586,0.665612179736773,0,29
