id,warmT,coldT,burn_yn,cold_warm
11,35.9000015258789,27,1,1
11,35.7999992370605,27,1,1
11,35.7000007629395,27,1,1
11,30.2000007629395,27,1,1
11,35.4000015258789,27,1,1
11,35.4000015258789,27,0,0
11,35.5999984741211,27,1,1
16,35,27,1,0
16,32,18,1,0
16,31.6000003814697,15,1,0
16,34.0999984741211,24,1,1
16,31.7999992370605,24,0,0
16,33.0999984741211,24,1,0
16,31.7000007629395,18,1,0
16,31.8999996185303,24,0,0
16,34.5,27,1,1
16,30,15,1,0
16,33.2000007629395,24,1,1
16,33.9000015258789,27,1,1
16,32.5999984741211,24,1,0
16,31.3999996185303,24,0,0
16,30.2000007629395,18,1,0
16,33.0999984741211,27,1,0
16,32.2000007629395,24,1,0
16,33.2000007629395,27,0,1
16,31.8999996185303,27,0,1
16,33.2999992370605,27,1,1
16,30,18,1,0
16,30.2000007629395,21,1,0
16,30.6000003814697,21,0,0
16,33,27,1,1
16,32.7000007629395,27,1,0
16,31.3999996185303,21,1,0
16,34.5,27,1,1
16,32.2999992370605,27,0,1
16,31.1000003814697,27,0,0
16,33.7999992370605,27,1,1
16,32.2000007629395,24,1,0
16,31.2999992370605,24,0,0
16,31.5,24,0,0
16,33.4000015258789,27,1,0
16,32.2999992370605,27,0,1
16,31,21,1,0
16,33.2000007629395,27,1,1
16,30.5,21,0,0
16,32.0999984741211,24,0,1
16,32.5,27,1,1
16,32.2999992370605,27,0,0
16,30.6000003814697,21,0,0
16,32.5,27,1,0
16,30.1000003814697,21,1,0
16,30.3999996185303,21,0,0
16,32.0999984741211,27,0,0
16,30.6000003814697,21,1,0
16,32.2000007629395,27,0,1
16,33.2999992370605,27,1,0
16,30.5,21,0,0
16,30.6000003814697,21,0,0
16,31.1000003814697,21,1,0
16,30,18,1,0
16,32.4000015258789,27,0,1
16,30.2000007629395,21,1,0
16,31,21,1,0
16,31,21,0,0
16,30.5,21,1,0
16,31.6000003814697,24,0,0
16,31.1000003814697,24,0,0
16,31.2000007629395,24,1,0
16,31.1000003814697,24,0,0
16,32.2999992370605,27,0,1
16,31.1000003814697,24,0,1
16,31,21,1,0
16,31,21,1,0
16,32.4000015258789,27,1,1
16,31.1000003814697,24,1,0
16,30.3999996185303,21,1,0
16,32.2000007629395,24,1,0
16,33.2999992370605,27,0,1
16,31,21,1,0
16,30.8999996185303,24,0,1
16,32.7999992370605,27,1,1
16,31,21,0,0
16,32.2000007629395,24,1,0
16,31,21,0,0
16,30.5,21,0,0
16,32.2000007629395,27,0,1
16,33.4000015258789,27,1,1
16,33.4000015258789,27,1,1
16,32.7999992370605,27,1,1
16,32.2000007629395,24,1,1
16,30.5,21,0,0
16,30.5,21,1,0
16,32.2000007629395,27,0,1
16,32.0999984741211,24,0,0
16,30.5,21,0,0
16,32.2000007629395,24,1,0
16,30.5,21,1,0
16,32.2000007629395,24,1,1
16,32.0999984741211,24,0,0
16,32.2000007629395,27,0,1
16,31.1000003814697,21,1,0
16,33.2999992370605,27,1,1
16,31.6000003814697,24,0,1
16,31.1000003814697,24,0,0
16,31,21,1,1
16,33.2999992370605,27,0,1
16,30,21,0,0
17,35,27,1,1
17,35.4000015258789,24,0,1
17,31.5,0,1,0
17,33.2999992370605,15,0,0
17,42.7999992370605,24,0,1
17,34.2000007629395,6,1,0
17,32.7000007629395,9,0,0
17,43.2000007629395,3,1,1
17,40.5999984741211,3,0,0
17,42.7000007629395,21,1,1
17,37.5999984741211,15,0,0
17,42.4000015258789,21,1,1
17,33.5,3,1,1
17,32.7999992370605,6,0,0
17,48.9000015258789,3,1,1
17,45.2000007629395,27,0,1
17,39.7999992370605,18,0,0
17,45.2999992370605,24,0,1
17,42.2000007629395,18,0,1
17,41.5999984741211,15,0,1
17,31.2000007629395,21,0,0
17,43.2999992370605,15,1,1
17,35.2000007629395,3,1,0
17,31.2000007629395,21,0,1
17,48.4000015258789,24,1,1
17,36.2000007629395,27,0,1
17,48.5,6,1,1
17,49,9,1,1
17,32.7000007629395,3,1,1
17,35.5999984741211,9,0,0
17,45.0999984741211,21,0,1
17,32.5999984741211,18,0,1
17,48.7000007629395,24,1,1
17,35.4000015258789,21,0,1
17,39.4000015258789,12,0,1
17,42.2000007629395,15,0,1
17,39.4000015258789,24,0,1
17,36.4000015258789,6,0,1
17,39.5999984741211,9,1,1
17,42.9000015258789,3,1,0
17,30.2000007629395,9,0,0
17,33.2000007629395,12,0,0
17,33.9000015258789,0,0,1
17,44,3,0,1
17,47.5999984741211,3,1,1
17,32.2999992370605,0,1,0
17,48,6,1,1
17,39.5999984741211,9,0,1
17,47.7999992370605,6,1,1
17,30.7999992370605,9,0,0
17,38.0999984741211,6,0,0
17,46,18,0,1
17,34,12,0,0
17,30,0,1,0
17,36.5999984741211,15,0,1
17,37.0999984741211,15,0,1
17,44.0999984741211,3,0,1
17,35.2000007629395,12,0,0
17,46.4000015258789,15,0,1
17,33.7999992370605,9,0,0
17,34.2999992370605,9,0,0
17,43.0999984741211,24,0,1
17,36.2999992370605,0,1,0
17,32.7000007629395,6,0,0
17,47.2999992370605,15,1,1
17,40.5999984741211,18,0,1
17,37.7000007629395,3,0,0
17,48.9000015258789,6,1,1
17,36,9,0,0
17,42.5999984741211,21,0,1
17,31.2000007629395,3,0,1
17,42.9000015258789,21,0,1
17,44.4000015258789,24,0,1
17,48.2000007629395,6,1,1
17,43.4000015258789,9,0,1
17,43.7999992370605,9,0,1
17,42,6,0,1
17,35.5,6,0,0
17,41.2999992370605,15,0,1
17,45.2999992370605,24,0,1
17,48.2999992370605,15,1,1
17,46.2999992370605,12,1,1
17,43.9000015258789,21,0,1
17,47.5999984741211,15,0,1
17,40,12,0,0
17,45.5999984741211,3,1,1
17,48.2999992370605,6,1,1
17,45.7999992370605,24,0,0
17,49.4000015258789,18,0,1
17,43.7999992370605,18,0,0
17,48.2000007629395,6,1,1
17,46.7999992370605,24,0,1
17,40.5999984741211,12,0,0
17,48.5999984741211,27,1,1
17,47.4000015258789,27,0,1
17,45.2000007629395,21,0,1
17,40.7000007629395,12,0,1
17,44.0999984741211,18,0,1
17,50,18,1,1
17,44.4000015258789,9,0,1
18,35,27,0,0
18,40,18,0,1
18,49.5,18,1,1
18,42.5,21,0,1
18,38.7000007629395,0,1,1
18,34.2000007629395,6,0,0
18,33.4000015258789,0,1,0
18,35.7999992370605,3,1,1
18,42.4000015258789,15,0,1
18,36.5,6,1,1
18,35.4000015258789,6,0,1
18,38.2000007629395,9,1,1
18,38.2999992370605,15,0,1
18,37.5,12,0,1
18,33.2999992370605,3,1,0
18,40.7000007629395,9,1,1
18,34.0999984741211,3,1,0
18,37.7000007629395,9,0,1
18,35.2999992370605,6,1,1
18,34.5,6,1,0
18,31.2999992370605,6,1,0
18,32.7000007629395,6,0,0
18,44.2999992370605,21,1,1
18,43.5999984741211,9,0,1
18,48.5,9,1,1
18,32.5,6,1,0
18,34.0999984741211,9,1,0
18,47,9,1,1
18,43.4000015258789,6,1,0
18,42.2000007629395,6,1,0
18,41.0999984741211,6,0,1
18,46.7999992370605,9,1,1
18,37.9000015258789,15,0,1
18,35.2999992370605,0,1,0
18,48.5999984741211,24,1,1
18,41.0999984741211,18,0,1
18,38.5999984741211,3,1,1
18,33.7000007629395,18,0,0
18,35.7000007629395,18,0,0
18,41.4000015258789,15,0,1
18,35.7999992370605,3,1,0
18,38.5,18,0,1
18,39.5,12,0,1
18,33.2000007629395,6,1,0
18,39.5999984741211,18,0,1
18,37.2000007629395,15,0,1
18,46.2999992370605,24,1,1
18,33.5999984741211,12,0,0
18,42.5,9,0,1
18,37,15,0,0
18,39.5,6,1,1
18,43.2000007629395,15,0,1
18,43.2999992370605,21,0,1
18,38.2000007629395,15,0,0
18,46.9000015258789,18,1,1
18,49.2999992370605,15,1,1
18,43.5,15,1,1
18,33.4000015258789,6,0,0
18,42.9000015258789,9,1,1
18,37.7000007629395,15,0,0
18,37.7999992370605,15,0,0
18,38,15,0,0
18,43.5,21,0,1
18,43.7999992370605,21,0,1
18,43.0999984741211,9,1,1
18,32.0999984741211,9,1,0
18,31.7000007629395,9,0,0
18,31.7999992370605,9,0,0
18,34.4000015258789,3,0,0
18,46.2000007629395,24,0,1
18,37.7000007629395,9,1,1
18,39.2999992370605,6,1,0
18,40.7000007629395,12,0,1
18,32.0999984741211,9,1,0
18,38.2999992370605,15,0,1
18,49.5,27,1,1
18,46,12,1,1
18,45.9000015258789,12,0,1
18,43.5,15,0,1
18,33.9000015258789,6,1,0
18,31.8999996185303,9,0,0
18,46.2000007629395,24,1,1
18,33.9000015258789,6,0,0
18,34.0999984741211,6,1,0
18,33.9000015258789,6,0,0
18,34.0999984741211,6,0,0
18,30.1000003814697,3,0,0
18,40.7999992370605,12,0,1
18,30.6000003814697,3,1,0
18,35.5999984741211,3,1,0
18,40.5999984741211,18,0,1
18,34.2999992370605,6,0,0
18,32.5,9,0,1
18,43.2999992370605,21,0,1
18,41.2000007629395,12,0,1
18,43.7000007629395,21,0,0
18,46.9000015258789,12,1,1
18,41.4000015258789,18,0,1
18,44,21,0,1
18,41.7000007629395,18,0,1
20,35,27,0,0
20,33.2000007629395,0,1,0
20,36,21,0,0
20,35.7000007629395,9,0,0
20,30.2000007629395,0,0,0
20,43.5999984741211,21,1,1
20,42.4000015258789,9,1,1
20,42.4000015258789,15,1,1
20,41.7000007629395,27,1,1
20,39.2999992370605,9,0,0
20,37.5999984741211,12,0,0
20,39.5999984741211,15,1,1
20,49.4000015258789,21,1,1
20,49.5,27,1,1
20,43.5999984741211,15,1,1
20,40,3,1,0
20,37.0999984741211,12,0,0
20,36.0999984741211,0,1,0
20,39.5,27,0,0
20,38.7999992370605,12,0,0
20,45.5999984741211,24,1,1
20,38.7000007629395,3,1,1
20,37.5999984741211,12,0,0
20,37.7000007629395,21,0,0
